id,name,quality
4441,"MacKreels Fusel",1
4443,"Düstere Schulterstücke",2
4444,"Schwarzer Hüllenschild",2
4445,Fleischschnitzer,2
4446,Schwarzgiftklinge,3
4447,Nachtumhang,2
4448,"Hülle von Naraxis",2
4449,"Naraxis' Fangzahn",2
4450,Siegelzeichenfragment,1
4453,"Siegelzeichen des Thoradin",1
4454,"Kralle von Vultros",3
4455,Raptorbalgharnisch,2
4456,Raptorbalggürtel,2
4457,"Gegrillter Bussardflügel",1
4458,"Siegelzeichen von Arathor",1
4459,"Spröder Großdrachenknochen",0
4460,"Zerfetztes Flügelnetz",0
4461,Raptorbalg,1
4462,Fäulnisumhang,2
4463,"Perlenbesetztes Raptorhalsband",2
4464,Züchtigungsstiefel,2
4465,"Felstroms Handschuhe",2
4466,"Siegelzeichen von Trollbann",1
4467,"Siegelzeichen von Ignaeus",1
4468,"Weggesteckter Trol'kalar",1
4469,"Rute der Ordnung",1
4470,"Einfaches Holz",1
4471,"Feuerstein und Zunder",0
4472,"Rolle von Myzrael",1
4473,"Geisterhafte Fesseln",1
4474,Rabenholzbogen,2
4476,Bestienwandlerrobe,2
4477,"Schändlicher Rundschild",2
4478,"Schillernde Schuppengamaschen",2
4479,"Brennender Glücksbringer",1
4480,"Donnernder Glücksbringer",1
4481,"Schäumender Glücksbringer",1
4482,"Versiegelter Ordner",1
4483,"Brennender Schlüssel",1
4484,"Schäumender Schlüssel",1
4485,"Donnernder Schlüssel",1
4487,"Karten der TOLLEN MINNA",1
4488,"Karten der SILBERGEIST",1
4489,"Logbuch der TOLLEN MINNA",1
4490,"Logbuch der SILBERGEIST",1
4491,Edelsteinjagdschutzbrille,1
4492,Elfenedelstein,1
4493,Elfenedelsteine,1
4494,"Seehorns versiegelter Brief",1
4495,Blutsteinamulett,1
4496,"Kleiner brauner Beutel",1
4497,"Schwere braune Tasche",1
4498,"Brauner Lederranzen",1
4499,"Gewaltiger brauner Sack",1
4500,Reiserucksack,2
4502,Elfenedelsteinmuster,1
4503,"Hauer der Bleichborken",1
4504,Zwergenwachenumhang,2
4505,Sumpflandbeinkleider,2
4506,"Abzeichen von Stromgarde",1
4507,Grubenkämpferschild,3
4508,"Blutverschmierte Rüstung",3
4509,Seewolfhandschuhe,2
4510,"Beschmutzte Blutsteinkugel",1
4511,Schwarzmeerhammer,2
4512,Hochlandraptorauge,1
4513,Raptorherz,1
4514,"Sara Balloos Hilfegesuch",1
4515,"Marez' Kopf",1
4516,"Ottos Kopf",1
4517,"Falkensteins Kopf",1
4518,"Zerrissenes Rollenfragment",1
4519,"Zerknülltes Rollenfragment",1
4520,"Angesengtes Rollenfragment",1
4521,Alteracgranit,1
4522,"Medizinbeutel der Bleichborken",1
4525,"Trelanes Zauberstab der Herbeirufung",1
4526,Raptorkrallenamulett,1
4527,"Azurblauer Achat",1
4528,"Tor'gans Kugel",1
4529,"Verzauberter Achat",1
4530,"Trelanes Phylakterium",1
4531,"Trelanes Kugel",1
4532,"Trelanes Glutachat",1
4533,"Versiegelter Brief an Erzmagier Malin",1
4534,Stahlschnallenarmschienen,2
4535,"Gedenkring von Eisenschmiede",2
4536,"Glänzender roter Apfel",1
4537,"Banane von Tel'Abim",1
4538,Schnapprankenwassermelone,1
4539,Goldrindenapfel,1
4540,"Zäher Brocken Brot",1
4541,"Frisch gebackenes Brot",1
4542,"Saftiges Maisbrot",1
4543,"Weiße Drachenhautkappe",2
4544,"Gewürzbrot aus Mulgore",1
4545,"Strahlende Silberarmschienen",2
4546,"Ruf des Raptors",1
4547,Gnomenschrumpfer,2
4548,"Servomechanischer Vorschlaghammer",2
4549,Seefeuerband,2
4550,Kaltwasserring,2
4551,"Or'Kalars Kopf",1
4552,"Glattes Steinbruchstück",0
4553,"Gezacktes Steinstück",0
4554,"Glänzender polierter Stein",0
4555,"Dicker geschuppter Schwanz",0
4556,"Getupftes Muschelschalenfragment",0
4557,"Feurige Drüse",0
4558,"Leeres Fass",0
4560,"Feiner Krummsäbel",1
4561,Skalpiertomahawk,2
4562,Abspalteraxt,2
4563,Hinterwäldlerkeule,1
4564,Stachelkeule,2
4565,"Einfacher Dolch",1
4566,"Stabiler Bauernstecken",2
4567,Söldnerschwert,2
4568,Grunzeraxt,2
4569,"Zuverlässiger Hammer",2
4570,Birkenholzschlägel,2
4571,Kriegsmesser,2
4575,Medizinstab,2
4576,"Leichter Bogen",2
4577,"Kompakte Schrotflinte",2
4580,Säblerfangzahn,0
4581,"Feiner Fellflicken",0
4582,"Weicher buschiger Schwanz",1
4583,"Dicke fellige Mähne",0
4584,"Große Trophäentatze",0
4585,"Tropfender Spinnenunterkiefer",0
4586,"Glatte Raptorenhaut",0
4587,Stammesraptorfedern,0
4588,"Makelloser Raptorschädel",0
4589,"Lange elegante Feder",1
4590,"Geschwungener gelber Schnabel",0
4591,Adlerauge,0
4592,"Langzahniger Matschschnapper",1
4593,Stoppelfühlerwels,1
4594,Steinschuppenkabeljau,1
4595,Dschungelrankenwein,1
4596,"Verfärbter Heiltrank",1
4597,"Rezept: Verfärbter Heiltrank",2
4598,Goblinangelrute,1
4599,Räucherschinkensteak,1
4600,Kirschgrog,1
4601,"Weiches Bananenbrot",1
4602,Monderntekürbis,1
4603,"Roher Tüpfelgelbschwanz",1
4604,Waldpilzkappe,1
4605,"Rotgetupfter Pilz",1
4606,Schwammerl,1
4607,"Köstlicher Höhlenschimmel",1
4608,"Roher schwarzer Trüffel",1
4609,"Rezept: Gegrillter Bussardflügel",1
4610,"Verzierte Steinurne",1
4611,"Blaue Perle",1
4612,Schwarzdrachenherz,1
4613,"Zerfressener Flugschreiber",1
4614,"Anhänger von Myzrael",2
4615,"Schattenbringers Bindungen",1
4616,"Roggendols Glückshacke",1
4621,"Botschafter Infernus' Armschienen",1
4622,"Versiegelte Notiz an Berater Belgrum",1
4623,"Geringer Steinschildtrank",1
4624,"Rezept: Geringer Steinschildtrank",1
4625,Feuerblüte,1
4626,"Kleiner Steinsplitter",1
4627,"Große Steinplatte",1
4628,"Armschienen der Steinbindung",1
4629,Vorratskiste,1
4630,Metallschrott,1
4631,"Schrifttafel von Ryun'eh",1
4632,"Verschnörkelte bronzene Schließkassette",2
4633,"Schwere bronzene Schließkassette",2
4634,Eisenschließkassette,2
4635,"Hammerzehs Amulett",1
4636,"Starke Eisenschließkassette",2
4637,Stahlschließkassette,2
4638,"Verstärkte Stahlschließkassette",2
4639,"Verzauberter Seetang",1
4640,"Zeichen der Erde",1
4641,"Hand von Dagun",1
4643,Grimmstahlcape,2
4644,"Das Herz des Vermächtnisses",1
4645,"Ketten von Hematus",1
4646,"Stern von Xil'yeh",1
4647,"Yagyins Zusammenstellung",1
4648,"Siegelzeichen des Hammers",1
4649,"Knochengriffs Notiz",1
4650,"Bel'dugurs Notiz",1
4652,Salbacschild,2
4653,Eisenfersenstiefel,2
4654,"Geheimnisvolles Fossil",1
4655,Riesenmuschelfleisch,1
4656,"Kleiner Kürbis",1
4658,Kriegerumhang,1
4659,Kriegergurt,1
4660,Wanderstiefel,2
4661,"Heller Mantel",2
4662,Gesellenumhang,1
4663,Gesellengürtel,1
4665,"Verbrannter Umhang",1
4666,Brandledergürtel,1
4668,Kampfkettenumhang,1
4669,Kampfkettengurt,1
4671,Ahnenumhang,1
4672,Ahnengürtel,1
4674,Stammesumhang,1
4675,Stammesgürtel,1
4676,Skelettstulpen,2
4677,Veteranenmantel,1
4678,Veteranengurt,1
4680,Brackwasserumhang,1
4681,Brackwassergurt,1
4683,Zauberbinderumhang,1
4684,Zauberbindergürtel,1
4686,"Barbarischer Stoffumhang",1
4687,"Barbarischer Stoffgürtel",1
4689,Jagdumhang,1
4690,Jagdgürtel,1
4692,"Zeremonieller Umhang",1
4693,"Zeremonieller Ledergürtel",1
4694,"Brünierte Schulterstücke",1
4695,"Brünierter Umhang",2
4696,"Lapidis immervoller Humpen",3
4697,"Brünierter Gurt",2
4698,Sehermantel,1
4699,Sehergürtel,2
4700,"Gravierte Lederschiftung",1
4701,"Gravierter Umhang",2
4702,Ausgrabungsleiterhacke,1
4703,"Zerbrochene Werkzeuge",1
4705,"Züngelnde Schuppenschulterstücke",2
4706,"Züngelnder Schuppenumhang",2
4707,"Züngelnder Schuppengurt",2
4708,"Heller Gürtel",2
4709,Waldledermantel,2
4710,Waldumhang,2
4711,"Gleißender Umhang",2
4712,"Gleißender Panzergurt",2
4713,Silberfadenumhang,2
4714,Silberfadenschärpe,2
4715,"Geschmückter Umhang",2
4716,Gefechtsumhang,2
4717,"Gepanzerter Gefechtsgürtel",2
4718,Nachthauchmantel,2
4719,Nachthauchumhang,2
4720,Nachthauchschärpe,2
4721,Insignienmantel,2
4722,Insignienumhang,2
4723,"Humberts Hose",2
4724,"Humberts Helm",2
4725,Oberbrigadierschulterstücke,2
4726,Oberbrigadierumhang,2
4727,Oberbrigadiergurt,2
4729,Auroramantel,2
4731,"Glyphenverzierte Schulterklappen",2
4732,"Glyphenverzierter Umhang",2
4733,Schwarzschmiedeschulterstücke,2
4734,Blaunebelmantel,2
4735,Blaunebelumhang,2
4736,Blaunebelschärpe,2
4737,"Imperiale Lederschiftung",2
4738,"Imperialer Ledergürtel",2
4739,Ebenenschreiterfleisch,1
4740,Ebenenschreiterfeder,1
4741,"Kavalleriegamaschen von Stromgarde",2
4742,Bergpumapelz,1
4743,"Pulsierender Kristallinsplitter",3
4744,"Arkane runenverzierte Armschienen",2
4745,Kriegsreiterarmschienen,2
4746,"Robe des Verdammnisverkünders",2
4751,Windfurienkralle,1
4752,"Azurblaue Feder",1
4753,"Bronzene Feder",1
4755,Wasserkanne,1
4757,"Gesprungene Eierschalen",0
4758,Präriewolftatze,1
4759,Ebenenschreiterkralle,1
4765,"Emailliertes Breitschwert",2
4766,Wildklinge,2
4767,Kupferstoffhandschuhe,2
4768,Adeptenhandschuhe,2
4769,Trophäensturzfliegerkiel,1
4770,"Gürtel der Borstennacken",1
4771,Ernteumhang,2
4772,"Warmer Umhang",1
4775,"Gesprungener Schnabel",0
4776,"Gesträubte Feder",0
4777,Eisenholzschlägel,2
4778,"Schwerer Stachelkolben",2
4779,"Glanzloser Kodozahn",0
4780,Kodohornfragment,0
4781,"Flüsternde Weste",2
4782,Sonnenwendrobe,2
4783,"Falkenwinds Totem",1
4784,"Lebloser Stein",0
4785,Schwefelgürtel,2
4786,Weisengürtel,2
4787,"Brennendes Pech",0
4788,"Wendige Stiefel",2
4789,"Standfeste Stiefel",2
4790,Infernoumhang,2
4791,"Verzaubertes Wasser",1
4792,"Umhang des Willens",2
4793,Sylvanumhang,2
4794,Wolfsarmschienen,2
4795,Bärenarmschienen,2
4796,Eulenarmschienen,2
4797,"Feuriger Umhang",2
4798,"Schwerer runenverzierter Umhang",2
4799,"Antiquierter Umhang",2
4800,"Mächtige Kettenhose",2
4801,Pirscherklauen,1
4802,Pumaklauen,1
4803,Präriealphazahn,1
4804,"Herz eines Präriewolfs",1
4805,"Knochen eines Flachlandpumas",1
4806,"Schuppe eines Ebenenschreiters",1
4807,"Muskelmagen eines Sturzfliegers",1
4808,Quellstein,1
4809,Bernsteinkorn,1
4810,Felspolster,2
4813,"Kleines Lederhalsband",0
4814,"Verfärbter Fangzahn",0
4816,Legionärsgamaschen,2
4817,"Gesegnetes Claymore",2
4818,Henkerschwert,2
4819,"Zischelspross' Klemmbrett",1
4820,Wächterrundschild,2
4821,Bärenrundschild,2
4822,Eulenscheibe,2
4823,"Wasser der Seher",1
4824,"Verschwommene Axt",2
4825,"Gefühllose Axt",2
4826,Marodeursaxt,2
4827,Hexergürtel,2
4828,Nachtwindgürtel,2
4829,Träumergürtel,2
4830,Säbelgamaschen,2
4831,Pirscherhose,2
4832,Mystikersarong,2
4833,"Glorreiche Schultern",2
4834,"Dokumente der Venture Co.",1
4835,Eliteschultern,2
4836,"Feuerfeste Kugel",2
4837,"Stärke des Willens",2
4838,"Kugel der Macht",2
4840,"Langes Bajonett",1
4841,"Horn von Arra'chea",1
4843,Amethystrunenstein,1
4844,Opalrunenstein,1
4845,Diamantrunenstein,1
4846,"Zahnrad Nr. 5",1
4847,"Lotwils Fesseln der Elementarbindung",1
4848,Kampfeberschnauze,1
4849,Kampfeberflanke,1
4850,"Angriffspläne der Borstennacken",1
4851,"Schmutzbefleckte Karte",1
4852,Blitzstrahlbombe,1
4854,Dämonennarbenumhang,1
4859,"Medaillon der Brennenden Klinge",1
4860,"Glitzernde Frenzyschuppe",0
4861,"Schicke gefiederte Tunika",2
4862,Skorpidarbeiterschwanz,1
4863,Gnomenwerkzeuge,1
4864,"Minshinas Schädel",1
4865,"Verdorbener Pelz",0
4866,"Zalazanes Kopf",1
4867,"Gebrochenes Skorpidbein",0
4869,"Zischels Klaue",1
4870,Segeltuchreste,1
4871,Senghalsband,1
4872,"Trockenes Skorpidauge",0
4873,"Trockener gehärteter Rankenfuß",0
4874,"Abgenagte Gräten",0
4875,"Schleimiger Knochen",0
4876,"Blutiger Lederstiefel",0
4877,Steinpfeilspitze,0
4878,"Zerbrochener blutbefleckter Bogen",0
4879,"Zerquetschtes Hasengerippe",0
4880,"Zerbrochener Speer",0
4881,"Vergilbter Umschlag",1
4882,"Benedicts Schlüssel",1
4883,"Admiral Prachtmeers Befehle",1
4886,"Giftbeutel eines Siechstachelskorpiden",1
4887,"Intaktes Makruraauge",1
4888,Kriechersekret,1
4890,Schwanzpeitscherei,1
4891,"Krons Amulett",1
4892,Durotartigerfell,1
4893,Savannenlöwenhauer,1
4894,Ebenenschreiterniere,1
4895,Donnerechsenhorn,1
4896,Kodoleber,1
4897,Donnerfalkenspeicheldrüse,1
4898,Blitzschlagdrüse,1
4903,"Auge des brennenden Schatten",1
4904,Siechstachelgegengift,1
4905,"Sarkoths zerstückelte Klaue",1
4906,Regenwandlerstiefel,1
4907,Waldlandtunika,1
4908,Nomadenarmschienen,1
4909,Kodojägergamaschen,2
4910,"Bemalte Kettenhandschuhe",1
4911,Dickrindenrundschild,1
4913,"Bemalter Kettengürtel",1
4914,"Kampferprobte Lederhandschuhe",1
4915,"Weiche Wollstiefel",1
4916,"Weiche Wollweste",1
4917,"Kampferprobte Kettengamaschen",1
4918,"Sack Vorräte",1
4919,"Weicher Wollgürtel",1
4920,"Kampferprobtes Cape",1
4921,"Staubbedeckte Gamaschen",1
4922,"Gezackte Kettenweste",1
4923,"Primitives Kriegsbeil",1
4924,"Primitive Keule",1
4925,"Primitive Handklinge",1
4926,"Chens leeres Fässchen",1
4928,Sandläuferhandgelenksschützer,1
4929,"Leichte Skorpidrüstung",1
4930,,1
4931,Hickorykurzbogen,1
4932,Harpyienflügelstutzer,1
4933,"Umhang des erfahrenen Kämpfers",1
4935,"Breiter Metallgurt",1
4936,"Schmutzstarrende Stiefel",1
4937,Angriffsrundschild,1
4938,"Verunstalteter Holzstab",1
4939,"Standhaftes Bastardschwert",2
4940,"Verhüllter Handschutz",1
4941,"Echt klebriger Leim",1
4942,Tigerbalgstiefel,1
4944,"Handgenähter Umhang",1
4945,"Schwach leuchtender Schädel",1
4946,"Leichtgewichtige Stiefel",1
4947,"Gezackter Dolch",2
4948,"Stechender Streitkolben",2
4949,"Orcisches Spaltbeil",2
4951,"Quietschers Gürtel",1
4952,Sturmbräu,1
4953,Troggbier,1
4954,Nomadengürtel,1
4957,"Alte Geldtasche",1
4958,"Sonnengebleichter Umhang",1
4959,,1
4960,Blitzkügelchen,1
4961,"Stab des Traumbehüters",1
4962,"Doppellagige Handschuhe",1
4963,Donnerhornumhang,1
4964,Goblinzerkracher,2
4967,Stammeskriegerschild,1
4968,"Gebundener Harnisch",1
4969,"Verstärkte Bindungen",1
4970,"Grobgehauene Kodogamaschen",1
4971,"Skorns Hammer",2
4972,"Stiefel des Klippenläufers",1
4973,"Handgelenksschützer des Ebenenjägers",1
4974,"Kompaktes Streitmesser",2
4975,Wachsamkeitsrundschild,3
4976,Nebelhauchkilt,2
4977,"Schwert von Hammerfall",2
4978,"Roggendols Hammer",2
4979,"Verzauberte Steinstoffarmschienen",2
4980,"Handschuhe des Ausgrabungsleiters",2
4981,,1
4982,"Zerfetzter Gürtel des Ausgrabungsleiters",0
4983,Felspulverisierer,2
4984,"Schädel der drohenden Verdammnis",2
4986,"Fehlerhafter Kraftstein",1
4987,"Schwert des Zwergenkapitäns",2
4988,,2
4989,Magierdrachenrobe,2
4990,"Versengte Bänder",2
4992,Anwerbungsbrief,1
4995,"Unterschriebener Anwerbungsbrief",1
4998,Blutring,2
4999,"Azoras Testament",2
5000,"Azoras Testament",2
5001,Herzring,2
5002,"Leuchtender grüner Talisman",2
5003,Kristallsternenfeuermedaillon,2
5004,,2
5005,,2
5006,"Khazgorms Tagebuch",1
5007,"Band der Dornen",2
5008,,2
5009,Geistbeugerspirale,2
5010,,2
5011,Welkenring,2
5012,Pilzsporen,1
5013,,1
5016,"Beinkleider des Fachmanns",2
5017,Nitroglyzerin,1
5018,Holzbrei,1
5019,Natriumnitrat,1
5020,"Schlüssel zur Kolkarbeute",1
5021,"Dynamitstange von Gann",1
5022,"Baraks Kopf",1
5023,"Verogs Kopf",1
5024,,1
5025,"Hezruls Kopf",1
5026,Feuerteer,1
5027,"Eingesammelte Sporen",1
5028,"Lord Sakrasis' Szepter",2
5029,"Talisman des Nagalords",2
5030,Zentaurenarmschienen,1
5038,"Träne der Monde",1
5040,Schattenjägermesser,1
5042,"Geschenkpapier mit rotem Band",1
5043,"Geschenk mit rotem Band",1
5044,"Geschenk mit blauem Band",1
5048,"Geschenkpapier mit blauem Band",1
5050,Zündschlüssel,1
5051,Grubenratte,1
5052,"Bewusstlose Grubenratte",1
5054,Samophlang,1
5055,"Intaktes Raptorhorn",1
5056,Wurzelprobe,1
5057,"Reife Wassermelone",1
5058,Silithidenei,1
5059,Gräberklaue,1
5060,Diebeswerkzeug,1
5061,"Gestohlenes Silber",1
5062,Raptorkopf,1
5063,"Kreenig Grantelschnauzes Hauer",1
5064,"Kralle der Hexenschwingen",1
5065,Harpyienoffiziersring,1
5066,Felsspaltenpflanze,1
5067,"Serenas Kopf",1
5068,"Getrocknete Samenkörner",1
5069,Feuerzauberstab,2
5071,Schattenzauberstab,2
5072,"Loks Schädel",1
5073,"Naks Schädel",1
5074,"Kuz' Schädel",1
5075,Blutsplitter,1
5076,Stiefellieferung,1
5077,Teleskoplinse,1
5078,"Medaille von Theramore",1
5079,"Kaltes Basiliskenauge",2
5080,"Gazlowes Geschäftsbuch",1
5081,Kodobalgtasche,1
5082,"Dünnes Kodoleder",1
5083,"Muster: Kodobalgtasche",2
5084,"Baron Küstenschippers Kopf",1
5085,"Stacheleberhauer der Borstennacken",1
5086,Zhevrahufe,1
5087,Ebenenschreiterschnabel,1
5088,Steuerkonsolenbedienungsanleitung,1
5089,Konsolenschlüssel,1
5092,"Verkohlter Klingenmähnenzauberstab",1
5093,Klingenmähnenrückenstecher,1
5094,Klingenmähnenkriegsschild,1
5095,Regenbogenflossenthunfisch,1
5096,Streunerklauen,1
5097,Katzenaugensmaragd,1
5098,"Veränderte Schnappkieferschale",1
5099,"Huf von Lakota'mani",1
5100,"Echeyakees Balg",1
5101,"Ishamuhales Fangzahn",1
5102,"Owatankas Schwanzstachel",1
5103,"Washte Pawnes Feder",1
5104,"Herz von Isha Awak",1
5105,,1
5106,,0
5107,Deckmatrosenhemd,1
5108,Dunkeleisenleder,1
5109,Splittersteinlumpen,1
5110,"Hexerrobe von Dalaran",1
5111,"Rathorians Cape",2
5112,Ritualklinge,2
5113,"Mal des Syndikats",0
5114,"Abgespaltene Kralle",0
5115,"Zerbrochenes Gabelbein",0
5116,"Lange Schwanzfeder",0
5117,"Farbenprächtiger Federbusch",1
5118,"Großer flacher Zahn",0
5119,"Feines loses Haar",0
5120,"Langes Schweifhaar",0
5121,"Schmutzige Kodoschuppe",0
5122,"Dickes Kodohaar",0
5123,"Stählerne Pfeilspitze",0
5124,"Kleiner Raptorzahn",0
5125,"Aufgeladene Schuppe",0
5128,"Abgeworfene Echsenhaut",0
5133,"Undichter Muskelmagen",0
5134,"Kleine pelzige Tatze",1
5135,"Dünne schwarze Klaue",0
5136,"Zerrissenes pelziges Ohr",0
5137,"Heller Augapfel",0
5138,Ernterkopf,1
5140,Blitzstrahlpulver,0
5143,Donnerechsenblut,1
5164,Donnerfalkenflügel,1
5165,Bluthornfeder,1
5166,Waldwebergiftbeutel,1
5167,Waldweberei,1
5168,Bäumlingssamenkorn,1
5169,Bäumlingsspross,1
5170,"Moosartiger Tumor",1
5173,Todeskraut,0
5175,Erdtotem,1
5176,Feuertotem,1
5177,Wassertotem,1
5178,Lufttotem,1
5179,"Moosumschlungenes Herz",1
5180,"Halskette der Harmonie",2
5181,"Farbenprächtiges Seidencape",2
5182,Zitterklinge,2
5183,"Pulsierendes Hydraherz",3
5184,"Gefüllte Kristallphiole",1
5185,Kristallphiole,1
5186,"Teilweise gefülltes Gefäß",1
5187,"Rhahk'Zors Hammer",3
5188,"Gefülltes Gefäß",1
5189,"Leuchtende Frucht",1
5190,"Schimmernder Wedel",1
5191,"Grausamer Widerhaken",3
5192,Diebesklinge,3
5193,"Cape der Bruderschaft",3
5194,Zuchtmeisteraxt,3
5195,"Goldgesprenkelte Handschuhe",3
5196,"Peins Häscher",3
5197,"Krümels Nudelholz",3
5198,"Krümels Quirl",3
5199,Verhüttungshose,3
5200,Durchdringharpune,3
5201,Glutsteinstab,3
5202,Korsarenüberhemd,3
5203,Flachlandstreunerklauen,1
5204,Blutfedergürtel,1
5205,"Sprießender Wedel",1
5206,Sumpflingwurzel,1
5207,"Undurchsichtiger Zauberstab",2
5208,"Glimmender Zauberstab",1
5209,Düsterniszauberstab,1
5210,"Brennender Zauberstab",1
5211,Dämmerungszauberstab,1
5212,Loderflammenzauberstab,2
5213,"Zauberstab des Versengens",2
5214,"Zauberstab der Abendzeit",2
5215,Glutzauberstab,2
5216,Umbralzauberstab,2
5217,"Besudeltes Herz",1
5218,"Gesäubertes Bäumlingsherz",1
5219,"Gravierte Rinde",1
5220,Knarzklauenfangzahn,1
5221,"Melenas Kopf",1
5229,"Handgenähte Lederarmschienen",1
5232,"Schwacher Seelenstein",1
5233,"Stein von Relu",1
5234,"Magenbitters Fossil",1
5235,Alchemistenzauberstab,1
5236,"Brennbarer Zauberstab",1
5237,"Gedankenbenebelndes Gift",1
5238,Pechholzzauberstab,1
5239,Schwarzknochenzauberstab,1
5240,"Zauberstab des Fackelscheins",2
5241,"Zwergischer Flammenstecken",2
5242,Glutstecken,2
5243,Feuerrülpser,3
5244,"Geweihter Zauberstab",2
5245,"Zauberstab des Beschwörers",2
5246,Ausgrabungsrute,2
5247,"Rute des Kummers",2
5248,Blitzzauberstab,2
5249,"Brennender Span",2
5250,"Verkohlter Zauberstab",2
5251,Wahrsagephiole,1
5252,"Zauberstab des Verfalls",2
5253,Goblinanzünder,2
5254,"Unverwüstliche Schiftung",3
5256,"Kovorks Rassel",2
5257,"Dunkles Kapuzencape",3
5263,Fussel,0
5266,"Auge von Adaegus",3
5267,"Scharlachroter Kris",3
5268,"Gesprungene Silithidenschale",0
5269,Silithidensekret,0
5270,Todeskappe,1
5271,Schorfstängling,1
5272,"Irrsinniges Gekritzel",1
5273,"Relikt von Mathystra",1
5274,Rosenmantel,2
5275,Bindegurt,2
5279,Harpyienkürschner,2
5299,"Handschuhe des Mondes",2
5302,"Kobaltblauer Rundschild",2
5306,Windreiterstab,2
5309,Freibeutermuskete,2
5310,"Kniehosen des Seebären",2
5311,Schnallenstiefel,2
5312,Nietenstulpen,2
5313,Totemikerklanring,2
5314,Eberjägercape,2
5315,Waldhainarmschützer,2
5316,Rindenhüllentunika,2
5317,Trockenmoostunika,2
5318,Zhovuraxt,2
5319,Prügelschulterstücke,1
5320,"Gefütterte Lamellenstiefel",2
5321,"Elegantes Kurzschwert",2
5322,Demolierhammer,2
5323,Immerscheinlaterne,2
5324,Ingenieurhammer,2
5325,Schweißerschild,2
5326,Leuchtfeuerbaton,2
5327,"Schmierige Tüftlerhose",2
5328,Sattelgürtel,2
5329,Katzenstatuette,0
5330,,1
5332,"Leuchtende Katzenstatuette",1
5333,,1
5334,"99 Jahre alter Portwein",1
5335,"Ein Sack Münzen",1
5336,Grellohrring,1
5337,Wanderhandschuhe,2
5338,"Altes Mondsteinsiegel",1
5339,Schlangenflaum,1
5340,Kesselrührstab,2
5341,"Sporenbedeckte Tunika",2
5342,Raptorpunsch,1
5343,"Umhang des Barkeepers",2
5344,"Spitze Axt",2
5345,Steinholzhammer,2
5346,"Orcischer Kampfbogen",2
5347,"Zauberstab der Pestilenz",1
5348,"Abgenutztes Pergament",1
5349,"Herbeigezauberter Muffin",1
5350,"Herbeigezaubertes Wasser",1
5351,Kopfgeldjägerring,2
5352,"Buch: Die Macht in der Tiefe",1
5354,"Brief an Delgren",1
5355,Bestienmeistergurt,2
5356,Brandzeichenrute,2
5357,"Schutzschild des Tales",2
5359,"Manuskript von Lorgalis",1
5360,Hochgeborenenrelikt,1
5361,Grätenzahnstocher,0
5362,Kauspielzeug,0
5363,"Gefaltetes Taschentuch",0
5364,"Trockener Salzleckstein",0
5366,"Leuchtender Seelenedelstein",1
5367,"Primitives Steinwerkzeug",0
5368,"Leere Börse",0
5369,"Abgenagter Knochen",0
5370,"Gebogener Löffel",0
5371,Korallenstück,0
5373,Glücksbringer,1
5374,"Kleine Taschenuhr",0
5375,Rückenkratzer,0
5376,"Zerbrochener Spiegel",0
5377,Kammmuschelschale,0
5379,"Zerbrochenes Stiefelmesser",0
5382,"Anayas Anhänger",1
5383,"Athrikus Narassins Kopf",1
5385,Kriecherbein,1
5386,"Feiner Mondpirscherpelz",1
5387,"Verzauberter Mondpirscherumhang",2
5388,"Ran Blutreißers Schädel",1
5389,"Verderbtes Totem der Furbolgs",1
5390,"Fandrals Nachricht",1
5391,"Rare Erde",1
5392,Distelholzdolch,1
5393,Distelholzstab,1
5394,"Ausbildungshandschuhe zum Bogenschießen",1
5395,Waldlandschild,1
5396,"Schlüssel zur sengenden Schlucht",1
5397,"Schießpulver der Defias",1
5398,Schutzgamaschen,1
5399,"Stiefel des Fährtenlesens",1
5404,Schlangenschultern,3
5405,"Drapierter Umhang",1
5411,"Läuterungstotem der Winterhufe",1
5412,Drescherauge,1
5413,Mondpirscherfangzahn,1
5414,"Ergrauter Skalp",1
5415,"Läuterungstotem der Donnerhörner",1
5416,"Läuterungstotem der Wildmähnen",1
5417,,1
5418,,1
5419,Wildarmschienen,1
5420,Bansheerüstung,2
5421,Feuerverzauberung,1
5422,Dornenkrautgamaschen,2
5423,"Boahns Giftzahn",3
5424,"Antike Statuette",1
5425,Runenschuppengurt,3
5426,Schlangenkuss,3
5427,"Kunstlose Taschenuhr",0
5428,"Ein exotisches Kochbuch",0
5429,"Ein hübscher Stein",0
5430,"Kompliziertes Schmuckstück",0
5431,"Leerer Flachmann",0
5432,Hickorypfeife,0
5433,Lumpenpuppe,0
5435,"Glänzender Dingelhopper",0
5437,Bathranshaar,1
5439,"Kleiner Köcher",1
5440,Krankheitsflasche,1
5441,"Kleiner Geschossbeutel",1
5442,"Arugals Kopf",1
5443,"Vergoldeter Rundschild",3
5444,Minenarbeitercape,3
5445,"Ring von Zoram",1
5446,"Zerbrochene Elementararmschiene",0
5447,"Beschädigte Elementararmschiene",0
5448,"Gerissene Elementararmschiene",0
5451,"Zerschmetterte Elementararmschiene",0
5455,"Gefundene Rolle",1
5456,"Rolle der Bestimmung",1
5457,"Abgespaltene Voodooklaue",1
5458,Schmutzholzgürtel,1
5459,"Verteidigungsstarke Axt",2
5460,"Orendils Heilung",1
5461,"Zweig des Cenarius",1
5462,"Dartols Rute der Transformation",1
5463,"Leuchtender Edelstein",1
